//**************Start***************
CenterX: -2|| CenterY: 9|| Mode: 45
17/6/2564 || 19:27:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:12|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:17|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:20|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:22|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:25|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:30|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:33|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:38|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:41|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:48|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:51|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:56|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:27:59|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:4|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:7|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:12|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:15|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:17|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:20|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:22|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:30|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:38|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:46|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:48|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:51|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:54|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:56|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:28:59|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:2|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:4|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:7|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:15|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:17|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:22|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:25|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:30|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:33|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:38|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:41|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:46|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:48|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:54|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:56|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:29:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:2|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:4|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:12|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:17|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:20|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:25|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:33|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:41|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:48|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:51|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:56|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:30:59|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:4|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:7|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:12|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:15|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:20|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:22|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:30|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:38|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:41|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:46|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:51|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:54|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:31:59|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:2|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:7|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:15|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:17|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:22|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:25|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:30|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:33|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:38|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:41|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:46|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:48|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:54|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:56|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:32:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:2|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:4|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:12|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:15|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:17|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:20|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:25|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:33|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:41|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:48|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:51|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:56|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:33:59|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:2|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:4|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:7|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:11|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:12|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:13|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:14|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:15|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:16|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:18|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:19|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:20|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:21|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:22|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:23|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:24|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:26|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:27|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:28|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:29|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:30|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:31|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:32|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:34|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:35|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:36|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:37|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:38|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:39|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:40|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:42|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:43|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:44|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:45|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:46|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:47|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:49|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:50|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:51|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:52|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:53|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:54|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:55|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:57|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:58|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:34:59|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:0|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:1|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:2|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:3|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:5|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:6|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:7|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:8|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:9|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:10|| AngleX: 0, AngleY: 8 
17/6/2564 || 19:35:11|| AngleX: 0, AngleY: 8 
