//**************Start***************
CenterX: -2|| CenterY: 9|| Mode: 45
18/6/2564 || 0:0:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:0:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:1:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:2:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:3:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:4:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:5:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:6:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:7:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:8:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 0:8:1|| AngleX: 0, AngleY: 8 
