//**************Start***************
CenterX: -2|| CenterY: 9|| Mode: 45
18/6/2564 || 1:29:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:29:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:29:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:29:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:29:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:29:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:29:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:30:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:31:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:32:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:33:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:34:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:35:59|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:7|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:15|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:23|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:31|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:39|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:46|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:54|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:56|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:57|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:36:58|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:0|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:1|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:2|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:3|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:4|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:5|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:6|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:8|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:9|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:10|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:11|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:12|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:13|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:14|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:16|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:17|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:18|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:19|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:20|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:21|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:22|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:24|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:25|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:26|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:27|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:28|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:29|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:30|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:32|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:33|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:34|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:35|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:36|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:37|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:38|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:40|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:41|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:42|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:43|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:44|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:45|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:47|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:48|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:49|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:50|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:51|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:52|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:53|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:55|| AngleX: 0, AngleY: 8 
18/6/2564 || 1:37:56|| AngleX: 0, AngleY: 8 
